ticker,ff12,ff_label,ff12_source,classification_confidence,classification_issue,secondary_sector,secondary_industry,secondary_source,secondary_reason
ERELY,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Steel,yfinance,Yahoo industry indicates manufacturing or industrial materials.
ESAUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ESHSF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
ESYJY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Airlines,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ETUGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
EUEMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
EULIF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
EURBF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
EXOSF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Electrical Equipment & Parts,yfinance,Yahoo industry indicates manufacturing or industrial materials.
FASLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FCHDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FDUS,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
FDXTF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
FINGF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Industrial Distribution,yfinance,Yahoo industry indicates manufacturing or industrial materials.
FKURF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FLNCF,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Internet Content & Information,yfinance,"Yahoo industry indicates software, hardware, or online services."
FPRGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FRBP,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
FRFAF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
FSCO,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
FSK,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
FTZFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FUEMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FUUFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
FXBY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
FXCNF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Technology,Consumer Electronics,yfinance,Yahoo industry indicates durable consumer goods.
FXCNY,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Technology,Consumer Electronics,yfinance,Yahoo industry indicates durable consumer goods.
GAIN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
GALDY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
GARWF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GBNXF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas Midstream,yfinance,Yahoo sector indicates energy.
GCUMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Copper,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GDERF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
GDSRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GECC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
GELHY,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Auto Manufacturers,yfinance,Yahoo industry indicates durable consumer goods.
GELYF,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Auto Manufacturers,yfinance,Yahoo industry indicates durable consumer goods.
GGAZF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GGLXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GGPSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GLAD,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
GLATF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GLVHF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Residential Construction,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GMVMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GMWKF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Leisure,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GPGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GPMTF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GPTGF,11,Money,secondary_yfinance,high,resolved_missing_sic,Real Estate,REIT - Diversified,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
GPUSD,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
GPUSF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
GRAPF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GRKZF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Gambling,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GRLMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GRXXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GSKRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GSVRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GUYGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
GWKSY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Leisure,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HACBF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HACBY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HAMRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HAPVY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Insurance - Life,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HEXEY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Financial Data & Stock Exchanges,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HHLKF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Copper,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HKHHF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Beverages - Brewers,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
HKHHY,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Beverages - Brewers,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
HLRTF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
HMRZF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Apparel Manufacturing,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
HNSDF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Aerospace & Defense,yfinance,Yahoo industry indicates manufacturing or industrial materials.
HNSPF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
HPHTF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
HPHTY,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
HRIBF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
HRZN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HSLV,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HTGC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
HVGDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HWAIF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Care Facilities,yfinance,Yahoo sector indicates healthcare.
HWAUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
HYDTF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Health Information Services,yfinance,Yahoo sector indicates healthcare.
HYPMY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
IAALF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Metal Fabrication,yfinance,Yahoo industry indicates manufacturing or industrial materials.
IBIDF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
IDEXF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Apparel Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
IDPUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Education & Training Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
IEGCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
IFCNF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
IHICF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
IMIMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
INIKF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Advertising Agencies,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
INPOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Integrated Freight & Logistics,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
IPSOF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Consulting Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
IPTND,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
IPTNF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
IQEPF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Semiconductor Equipment & Materials,yfinance,Yahoo sector indicates business equipment or technology.
IRVRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ISFFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Business Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ISTKF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Infrastructure,yfinance,Yahoo sector indicates business equipment or technology.
ITOCF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
ITRE,8,Utils,secondary_yfinance,high,resolved_missing_sic,Utilities,Utilities - Renewable,yfinance,Yahoo sector indicates utilities.
IVBXF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Biotechnology,yfinance,Yahoo sector indicates healthcare.
JBHIF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Specialty Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
JELLF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Scientific & Technical Instruments,yfinance,Yahoo sector indicates business equipment or technology.
JGLDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
JHPCY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
JPSTF,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Banks - Regional,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
KCCFF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KDDIF,7,Telcm,secondary_yfinance,high,resolved_missing_sic,Communication Services,Telecom Services,yfinance,Yahoo industry indicates telecommunications.
KELRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Railroads,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KGFMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KLGDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KLSVF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Silver,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KOKSF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Semiconductor Equipment & Materials,yfinance,Yahoo sector indicates business equipment or technology.
KOSCF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Household & Personal Products,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
KRNGF,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
KRNGY,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
KRTL,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KTGDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
KXIAY,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Semiconductors,yfinance,Yahoo sector indicates business equipment or technology.
LABFF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
LBCMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LEEEF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Drug Manufacturers - Specialty & Generic,yfinance,Yahoo sector indicates healthcare.
LFLRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LGCXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LGDTF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LILIF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LISMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LITSF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LKYRF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LLYVA,12,Other,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Entertainment,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LLYVB,12,Other,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Entertainment,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LLYVK,12,Other,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Entertainment,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LMRMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LMRXF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LNXSF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
LNXSY,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
LOIMF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Industrials,Security & Protection Services,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LOMLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LOTMY,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Gambling,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LPGCY,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Luxury Goods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
LPSIF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Electrical Equipment & Parts,yfinance,Yahoo industry indicates manufacturing or industrial materials.
LRRIF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LSEGY,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Financial Data & Stock Exchanges,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
LSRCF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Semiconductor Equipment & Materials,yfinance,Yahoo sector indicates business equipment or technology.
LTGHF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Care Facilities,yfinance,Yahoo sector indicates healthcare.
LTGHY,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Care Facilities,yfinance,Yahoo sector indicates healthcare.
LTMGF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Gambling,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
LWSCF,10,Hlth,secondary_yfinance,high,resolved_missing_sic,Healthcare,Medical Care Facilities,yfinance,Yahoo sector indicates healthcare.
MAIN,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
MANDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Financial Services,Financial Conglomerates,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MAPPF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
MAUTF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MAUUF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MAWAF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Electronic Components,yfinance,Yahoo sector indicates business equipment or technology.
MBGCF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
MBRFY,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Defensive,Packaged Foods,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
MDCOY,4,Enrgy,secondary_yfinance,high,resolved_missing_sic,Energy,Oil & Gas E&P,yfinance,Yahoo sector indicates energy.
MDDNF,8,Utils,secondary_yfinance,high,resolved_missing_sic,Utilities,Utilities - Renewable,yfinance,Yahoo sector indicates utilities.
MECPF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Energy,Uranium,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MEIUF,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Internet Content & Information,yfinance,"Yahoo industry indicates software, hardware, or online services."
MFIC,11,Money,secondary_yfinance,high,resolved_missing_sic,Financial Services,Asset Management,yfinance,Yahoo sector/industry indicates finance or real-estate equity.
MGCLY,2,Durbl,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,Yahoo industry indicates durable consumer goods.
MGHTF,8,Utils,secondary_yfinance,high,resolved_missing_sic,Utilities,Utilities - Renewable,yfinance,Yahoo sector indicates utilities.
MGMNF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MHUBF,6,BusEq,secondary_yfinance,high,resolved_missing_sic,Technology,Software - Application,yfinance,Yahoo sector indicates business equipment or technology.
MICLF,3,Manuf,secondary_yfinance,medium,resolved_missing_sic,Industrials,Specialty Industrial Machinery,yfinance,Yahoo industry indicates manufacturing or industrial materials.
MILIF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MIMTF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MINE,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Gold,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MITUF,5,Chems,secondary_yfinance,high,resolved_missing_sic,Basic Materials,Specialty Chemicals,yfinance,Yahoo industry indicates chemicals.
MNSKY,6,BusEq,secondary_yfinance,medium,resolved_missing_sic,Communication Services,Internet Content & Information,yfinance,"Yahoo industry indicates software, hardware, or online services."
MONRF,1,NoDur,secondary_yfinance,medium,resolved_missing_sic,Consumer Cyclical,Apparel Manufacturing,yfinance,Yahoo sector/industry indicates non-durable consumer goods.
MPNGF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Internet Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
MRCIF,9,Shops,secondary_yfinance,high,resolved_missing_sic,Consumer Cyclical,Internet Retail,yfinance,"Yahoo industry indicates retail, restaurants, or wholesale shops."
MRRDF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Industrial Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
MRZLF,12,Other,secondary_yfinance,medium,resolved_missing_sic,Basic Materials,Other Precious Metals & Mining,yfinance,Yahoo industry maps to FF12 Other rather than a missing-SIC fallback.
